rank,fund_name,fund_code,value,type,tab_type,collection_date,collection_time
1,미래에셋TIGERMSCIKOREAESG리더스증권상장지수투자신탁(주식),K55301C21037,22.87%,수익률,SRI,2025-07-04,2025-07-04 01:16:24
2,KBRISEESG사회책임투자증권상장지수투자신탁(주식),K55223C37088,18.69%,수익률,SRI,2025-07-04,2025-07-04 01:16:24
3,한국투자ACEESG액티브증권상장지수투자신탁(주식),K55101DI3603,18.62%,수익률,SRI,2025-07-04,2025-07-04 01:16:24
4,NH-Amundi100년기업그린코리아증권투자신탁[주식]ClassCw,K55232D64529,18.18%,수익률,SRI,2025-07-04,2025-07-04 01:16:24
5,삼성KODEX MSCI ESG유니버설증권상장지수투자신탁[주식형],K55105BZ5845,17.93%,수익률,SRI,2025-07-04,2025-07-04 01:16:24
1,한국투자크레딧포커스ESG증권자투자신탁 1(채권)(C-Re),K55101BV9571,251.21,설정액증가,SRI,2025-07-04,2025-07-04 01:16:24
2,삼성KODEX미국종합채권ESG액티브증권상장지수투자신탁[채권](H),K55105DR4788,200.00,설정액증가,SRI,2025-07-04,2025-07-04 01:16:24
3,한화코리아밸류채권증권자투자신탁(채권)종류C,KR5103890194,194.46,설정액증가,SRI,2025-07-04,2025-07-04 01:16:24
4,한화코리아밸류채권증권자투자신탁(채권)Ci-RP(퇴직연금),K55213E38984,192.42,설정액증가,SRI,2025-07-04,2025-07-04 01:16:24
5,한국투자크레딧포커스ESG증권자투자신탁 1(채권)(A-e),K55101BV9522,121.60,설정액증가,SRI,2025-07-04,2025-07-04 01:16:24
1,미래에셋TIGERMSCIKOREAESG리더스증권상장지수투자신탁(주식),K55301C21037,22.87%,수익률,ESG_주식,2025-07-04,2025-07-04 01:16:24
2,KBRISEESG사회책임투자증권상장지수투자신탁(주식),K55223C37088,18.69%,수익률,ESG_주식,2025-07-04,2025-07-04 01:16:24
3,한국투자ACEESG액티브증권상장지수투자신탁(주식),K55101DI3603,18.62%,수익률,ESG_주식,2025-07-04,2025-07-04 01:16:24
4,NH-Amundi100년기업그린코리아증권투자신탁[주식]ClassCw,K55232D64529,18.18%,수익률,ESG_주식,2025-07-04,2025-07-04 01:16:24
5,삼성KODEX MSCI ESG유니버설증권상장지수투자신탁[주식형],K55105BZ5845,17.93%,수익률,ESG_주식,2025-07-04,2025-07-04 01:16:24
1,신한글로벌탄소중립솔루션증권투자신탁(H)[주식](종류C-re),K55210DM2110,89.86,설정액증가,ESG_주식,2025-07-04,2025-07-04 01:16:24
2,KBESG성장리더스증권자투자신탁(주식)A,KR5223821806,65.69,설정액증가,ESG_주식,2025-07-04,2025-07-04 01:16:24
3,트러스톤ESG지배구조레벨업증권자투자신탁[주식]Cp2-E클래스,K55363DD7982,43.28,설정액증가,ESG_주식,2025-07-04,2025-07-04 01:16:24
4,트러스톤ESG지배구조레벨업증권자투자신탁[주식]A클래스,K55363DD7875,37.28,설정액증가,ESG_주식,2025-07-04,2025-07-04 01:16:24
5,트러스톤ESG지배구조레벨업증권자투자신탁[주식]Ae클래스,K55363DD7883,34.15,설정액증가,ESG_주식,2025-07-04,2025-07-04 01:16:24
1,삼성KODEX미국종합채권ESG액티브증권상장지수투자신탁[채권](H),K55105DR4788,1.42%,수익률,ESG_채권,2025-07-04,2025-07-04 01:16:24
2,베어링글로벌하이일드증권자투자신탁[H](채권-재간접형)Class S-P,K55302CE8273,1.26%,수익률,ESG_채권,2025-07-04,2025-07-04 01:16:24
3,베어링글로벌하이일드증권자투자신탁[H](채권-재간접형)ClassS,K55302CE8265,1.26%,수익률,ESG_채권,2025-07-04,2025-07-04 01:16:24
4,베어링글로벌하이일드증권자투자신탁[H](채권-재간접형)ClassC-P2e,K55302CE8257,1.26%,수익률,ESG_채권,2025-07-04,2025-07-04 01:16:24
5,베어링글로벌하이일드증권자투자신탁[H](채권-재간접형)ClassC-Pe,K55302CE8232,1.25%,수익률,ESG_채권,2025-07-04,2025-07-04 01:16:24
1,한국투자크레딧포커스ESG증권자투자신탁 1(채권)(C-Re),K55101BV9571,251.21,설정액증가,ESG_채권,2025-07-04,2025-07-04 01:16:24
2,삼성KODEX미국종합채권ESG액티브증권상장지수투자신탁[채권](H),K55105DR4788,200.00,설정액증가,ESG_채권,2025-07-04,2025-07-04 01:16:24
3,한화코리아밸류채권증권자투자신탁(채권)종류C,KR5103890194,194.46,설정액증가,ESG_채권,2025-07-04,2025-07-04 01:16:24
4,한화코리아밸류채권증권자투자신탁(채권)Ci-RP(퇴직연금),K55213E38984,192.42,설정액증가,ESG_채권,2025-07-04,2025-07-04 01:16:24
5,한국투자크레딧포커스ESG증권자투자신탁 1(채권)(A-e),K55101BV9522,121.60,설정액증가,ESG_채권,2025-07-04,2025-07-04 01:16:24
