rank,fund_name,fund_code,value,type,tab_type,collection_date,collection_time
1,삼성에너지트랜지션증권자투자신탁H[주식-재간접형]_Cw,K55105DE9253,9.56%,수익률,SRI,2025-09-12,2025-09-12 01:08:34
2,삼성에너지트랜지션증권자투자신탁H[주식-재간접형]_S-P(퇴직연금),K55105DF1887,9.55%,수익률,SRI,2025-09-12,2025-09-12 01:08:34
3,삼성에너지트랜지션증권자투자신탁H[주식-재간접형]_S-P,K55105DF1879,9.55%,수익률,SRI,2025-09-12,2025-09-12 01:08:34
4,삼성에너지트랜지션증권자투자신탁H[주식-재간접형]_S,K55105DE9261,9.54%,수익률,SRI,2025-09-12,2025-09-12 01:08:34
5,삼성에너지트랜지션증권자투자신탁H[주식-재간접형]_Ae,K55105DE9162,9.54%,수익률,SRI,2025-09-12,2025-09-12 01:08:34
1,한국투자크레딧포커스ESG증권자투자신탁 1(채권)(C),KR5101888380,"2,564.27",설정액증가,SRI,2025-09-12,2025-09-12 01:08:34
2,한국투자크레딧포커스ESG증권자투자신탁 1(채권)(C-e),KR5101888398,"2,370.86",설정액증가,SRI,2025-09-12,2025-09-12 01:08:34
3,교보악사중단기우량채ESG증권투자신탁[채권]_ClassC-F,K55207EN0224,759.14,설정액증가,SRI,2025-09-12,2025-09-12 01:08:34
4,삼성ESG밸류채권증권투자신탁 1[채권]_C,K55105DD8405,744.94,설정액증가,SRI,2025-09-12,2025-09-12 01:08:34
5,삼성KODEX미국종합채권ESG액티브증권상장지수투자신탁[채권](H),K55105DR4788,596.00,설정액증가,SRI,2025-09-12,2025-09-12 01:08:34
1,삼성에너지트랜지션증권자투자신탁H[주식-재간접형]_Cw,K55105DE9253,9.56%,수익률,ESG_주식,2025-09-12,2025-09-12 01:08:34
2,삼성에너지트랜지션증권자투자신탁H[주식-재간접형]_S-P(퇴직연금),K55105DF1887,9.55%,수익률,ESG_주식,2025-09-12,2025-09-12 01:08:34
3,삼성에너지트랜지션증권자투자신탁H[주식-재간접형]_S-P,K55105DF1879,9.55%,수익률,ESG_주식,2025-09-12,2025-09-12 01:08:34
4,삼성에너지트랜지션증권자투자신탁H[주식-재간접형]_S,K55105DE9261,9.54%,수익률,ESG_주식,2025-09-12,2025-09-12 01:08:34
5,삼성에너지트랜지션증권자투자신탁H[주식-재간접형]_Ae,K55105DE9162,9.54%,수익률,ESG_주식,2025-09-12,2025-09-12 01:08:34
1,KBESG성장리더스증권자투자신탁(주식)C-E,KR5223821848,18.64,설정액증가,ESG_주식,2025-09-12,2025-09-12 01:08:34
2,신한글로벌탄소중립솔루션증권투자신탁(H)[주식](종류C-re),K55210DM2110,17.98,설정액증가,ESG_주식,2025-09-12,2025-09-12 01:08:34
3,KBESG성장리더스증권자투자신탁(주식)C,KR5223821814,15.26,설정액증가,ESG_주식,2025-09-12,2025-09-12 01:08:34
4,삼성글로벌배당귀족ESG증권자투자신탁H[주식]_Cw,K55105DR1677,9.97,설정액증가,ESG_주식,2025-09-12,2025-09-12 01:08:34
5,한화그린히어로증권자투자신탁(주식)C-RPe(퇴직연금),K55213DB6004,8.25,설정액증가,ESG_주식,2025-09-12,2025-09-12 01:08:34
1,삼성KODEX아시아달러채권ESG플러스액티브증권상장지수투자신탁[채권],K55105DR4770,1.66%,수익률,ESG_채권,2025-09-12,2025-09-12 01:08:34
2,NH-Amundi글로벌회사채증권자투자신탁(UH)[채권-재간접형]ClassS-P2(퇴직연금),K55232D97347,1.55%,수익률,ESG_채권,2025-09-12,2025-09-12 01:08:34
3,NH-Amundi글로벌회사채증권자투자신탁(UH)[채권-재간접형]ClassS-P,K55232BJ3861,1.55%,수익률,ESG_채권,2025-09-12,2025-09-12 01:08:34
4,NH-Amundi글로벌회사채증권자투자신탁(UH)[채권-재간접형]ClassS,K55232BJ3853,1.55%,수익률,ESG_채권,2025-09-12,2025-09-12 01:08:34
5,NH-Amundi글로벌회사채증권자투자신탁(UH)[채권-재간접형]ClassC-P2e(퇴직연금),K55232BX7211,1.55%,수익률,ESG_채권,2025-09-12,2025-09-12 01:08:34
1,한국투자크레딧포커스ESG증권자투자신탁 1(채권)(C),KR5101888380,"2,564.27",설정액증가,ESG_채권,2025-09-12,2025-09-12 01:08:34
2,한국투자크레딧포커스ESG증권자투자신탁 1(채권)(C-e),KR5101888398,"2,370.86",설정액증가,ESG_채권,2025-09-12,2025-09-12 01:08:34
3,교보악사중단기우량채ESG증권투자신탁[채권]_ClassC-F,K55207EN0224,759.14,설정액증가,ESG_채권,2025-09-12,2025-09-12 01:08:34
4,삼성ESG밸류채권증권투자신탁 1[채권]_C,K55105DD8405,744.94,설정액증가,ESG_채권,2025-09-12,2025-09-12 01:08:34
5,삼성KODEX미국종합채권ESG액티브증권상장지수투자신탁[채권](H),K55105DR4788,596.00,설정액증가,ESG_채권,2025-09-12,2025-09-12 01:08:34
