rank,fund_name,fund_code,value,type,tab_type,collection_date,collection_time
1,알파글로벌신재생에너지증권자투자신탁 1[주식]ClassPe2,K55321DB5385,19.54%,수익률,SRI,2025-10-03,2025-10-03 01:08:27
2,알파글로벌신재생에너지증권자투자신탁 1[주식]ClassPe1,K55321DB5369,19.53%,수익률,SRI,2025-10-03,2025-10-03 01:08:27
3,알파글로벌신재생에너지증권자투자신탁 1[주식]ClassS,KR5321AP8891,19.53%,수익률,SRI,2025-10-03,2025-10-03 01:08:27
4,알파글로벌신재생에너지증권자투자신탁 1[주식]ClassA-e,K55321DO1611,19.52%,수익률,SRI,2025-10-03,2025-10-03 01:08:27
5,알파글로벌신재생에너지증권자투자신탁 1[주식]ClassC-e,KR5321AK1016,19.52%,수익률,SRI,2025-10-03,2025-10-03 01:08:27
1,한국투자크레딧포커스ESG증권자투자신탁 1(채권)(C),KR5101888380,"1,528.96",설정액증가,SRI,2025-10-03,2025-10-03 01:08:27
2,삼성KODEX미국종합채권ESG액티브증권상장지수투자신탁[채권](H),K55105DR4788,898.00,설정액증가,SRI,2025-10-03,2025-10-03 01:08:27
3,교보악사중단기우량채ESG증권투자신탁[채권]_ClassC-F,K55207EN0224,588.74,설정액증가,SRI,2025-10-03,2025-10-03 01:08:27
4,삼성ESG밸류채권증권투자신탁 1[채권]_C,K55105DD8405,367.10,설정액증가,SRI,2025-10-03,2025-10-03 01:08:27
5,삼성KODEXESG종합채권(A-이상)액티브증권상장지수투자신탁[채권],K55105DR2899,310.00,설정액증가,SRI,2025-10-03,2025-10-03 01:08:27
1,알파글로벌신재생에너지증권자투자신탁 1[주식]ClassPe2,K55321DB5385,19.54%,수익률,ESG_주식,2025-10-03,2025-10-03 01:08:27
2,알파글로벌신재생에너지증권자투자신탁 1[주식]ClassPe1,K55321DB5369,19.53%,수익률,ESG_주식,2025-10-03,2025-10-03 01:08:27
3,알파글로벌신재생에너지증권자투자신탁 1[주식]ClassS,KR5321AP8891,19.53%,수익률,ESG_주식,2025-10-03,2025-10-03 01:08:27
4,알파글로벌신재생에너지증권자투자신탁 1[주식]ClassA-e,K55321DO1611,19.52%,수익률,ESG_주식,2025-10-03,2025-10-03 01:08:27
5,알파글로벌신재생에너지증권자투자신탁 1[주식]ClassC-e,KR5321AK1016,19.52%,수익률,ESG_주식,2025-10-03,2025-10-03 01:08:27
1,KBESG성장리더스증권자투자신탁(주식)C-E,KR5223821848,24.21,설정액증가,ESG_주식,2025-10-03,2025-10-03 01:08:27
2,KBESG성장리더스증권자투자신탁(주식)C,KR5223821814,17.74,설정액증가,ESG_주식,2025-10-03,2025-10-03 01:08:27
3,삼성글로벌배당성장주증권자투자신탁H[주식]_Cw,K55105DR1677,9.64,설정액증가,ESG_주식,2025-10-03,2025-10-03 01:08:27
4,KBESG성장리더스증권자투자신탁(주식)A-E,K55223C56823,9.39,설정액증가,ESG_주식,2025-10-03,2025-10-03 01:08:27
5,KBESG성장리더스증권자투자신탁(주식)A,KR5223821806,8.86,설정액증가,ESG_주식,2025-10-03,2025-10-03 01:08:27
1,NH-Amundi글로벌회사채증권자투자신탁(UH)[채권-재간접형]ClassS-P2(퇴직연금),K55232D97347,1.77%,수익률,ESG_채권,2025-10-03,2025-10-03 01:08:27
2,NH-Amundi글로벌회사채증권자투자신탁(UH)[채권-재간접형]ClassS-P,K55232BJ3861,1.77%,수익률,ESG_채권,2025-10-03,2025-10-03 01:08:27
3,NH-Amundi글로벌회사채증권자투자신탁(UH)[채권-재간접형]ClassS,K55232BJ3853,1.76%,수익률,ESG_채권,2025-10-03,2025-10-03 01:08:27
4,NH-Amundi글로벌회사채증권자투자신탁(UH)[채권-재간접형]ClassC-P2e(퇴직연금),K55232BX7211,1.76%,수익률,ESG_채권,2025-10-03,2025-10-03 01:08:27
5,NH-Amundi글로벌회사채증권자투자신탁(UH)[채권-재간접형]ClassAe,K55232BJ3788,1.76%,수익률,ESG_채권,2025-10-03,2025-10-03 01:08:27
1,한국투자크레딧포커스ESG증권자투자신탁 1(채권)(C),KR5101888380,"1,528.96",설정액증가,ESG_채권,2025-10-03,2025-10-03 01:08:27
2,삼성KODEX미국종합채권ESG액티브증권상장지수투자신탁[채권](H),K55105DR4788,898.00,설정액증가,ESG_채권,2025-10-03,2025-10-03 01:08:27
3,교보악사중단기우량채ESG증권투자신탁[채권]_ClassC-F,K55207EN0224,588.74,설정액증가,ESG_채권,2025-10-03,2025-10-03 01:08:27
4,삼성ESG밸류채권증권투자신탁 1[채권]_C,K55105DD8405,367.10,설정액증가,ESG_채권,2025-10-03,2025-10-03 01:08:27
5,삼성KODEXESG종합채권(A-이상)액티브증권상장지수투자신탁[채권],K55105DR2899,310.00,설정액증가,ESG_채권,2025-10-03,2025-10-03 01:08:27
