rank,fund_name,fund_code,value,type,tab_type,collection_date,collection_time
1,iM에셋월드헬스사이언스증권투자신탁(주식-재간접형)(S-p),K55366B29233,7.53%,수익률,SRI,2025-12-05,2025-12-05 01:16:33
2,iM에셋월드헬스사이언스증권투자신탁(주식-재간접형)(S),K55366B29225,7.53%,수익률,SRI,2025-12-05,2025-12-05 01:16:33
3,iM에셋월드헬스사이언스증권투자신탁(주식-재간접형)(C-Rpe),K55366BT9641,7.53%,수익률,SRI,2025-12-05,2025-12-05 01:16:33
4,iM에셋월드헬스사이언스증권투자신탁(주식-재간접형)(C-Pe),K55366BT9633,7.53%,수익률,SRI,2025-12-05,2025-12-05 01:16:33
5,iM에셋월드헬스사이언스증권투자신탁(주식-재간접형)(A-e),K55366B29118,7.52%,수익률,SRI,2025-12-05,2025-12-05 01:16:33
1,한국투자크레딧포커스ESG증권자투자신탁 1(채권)(C-W),K55101BV9589,196.49,설정액증가,SRI,2025-12-05,2025-12-05 01:16:33
2,교보악사중단기우량채ESG증권투자신탁[채권]_ClassC-F,K55207EN0224,99.99,설정액증가,SRI,2025-12-05,2025-12-05 01:16:33
3,KBESG성장리더스증권자투자신탁(주식)A,KR5223821806,57.47,설정액증가,SRI,2025-12-05,2025-12-05 01:16:33
4,신한글로벌탄소중립솔루션증권투자신탁(H)[주식](종류A1),K55210DM2003,47.34,설정액증가,SRI,2025-12-05,2025-12-05 01:16:33
5,KBESG성장리더스증권자투자신탁(주식)C-E,KR5223821848,27.91,설정액증가,SRI,2025-12-05,2025-12-05 01:16:33
1,iM에셋월드헬스사이언스증권투자신탁(주식-재간접형)(S-p),K55366B29233,7.53%,수익률,ESG_주식,2025-12-05,2025-12-05 01:16:33
2,iM에셋월드헬스사이언스증권투자신탁(주식-재간접형)(S),K55366B29225,7.53%,수익률,ESG_주식,2025-12-05,2025-12-05 01:16:33
3,iM에셋월드헬스사이언스증권투자신탁(주식-재간접형)(C-Rpe),K55366BT9641,7.53%,수익률,ESG_주식,2025-12-05,2025-12-05 01:16:33
4,iM에셋월드헬스사이언스증권투자신탁(주식-재간접형)(C-Pe),K55366BT9633,7.53%,수익률,ESG_주식,2025-12-05,2025-12-05 01:16:33
5,iM에셋월드헬스사이언스증권투자신탁(주식-재간접형)(A-e),K55366B29118,7.52%,수익률,ESG_주식,2025-12-05,2025-12-05 01:16:33
1,KBESG성장리더스증권자투자신탁(주식)A,KR5223821806,57.47,설정액증가,ESG_주식,2025-12-05,2025-12-05 01:16:33
2,신한글로벌탄소중립솔루션증권투자신탁(H)[주식](종류A1),K55210DM2003,47.34,설정액증가,ESG_주식,2025-12-05,2025-12-05 01:16:33
3,KBESG성장리더스증권자투자신탁(주식)C-E,KR5223821848,27.91,설정액증가,ESG_주식,2025-12-05,2025-12-05 01:16:33
4,KBRISEESG사회책임투자증권상장지수투자신탁(주식),K55223C37088,25.37,설정액증가,ESG_주식,2025-12-05,2025-12-05 01:16:33
5,KBESG성장리더스증권자투자신탁(주식)A-E,K55223C56823,22.60,설정액증가,ESG_주식,2025-12-05,2025-12-05 01:16:33
1,베어링글로벌하이일드증권투자신탁[USD](채권-재간접형)ClassAe,K55302CE8554,3.05%,수익률,ESG_채권,2025-12-05,2025-12-05 01:16:33
2,베어링글로벌하이일드증권투자신탁[USD](채권-재간접형)ClassCe,K55302CE8588,3.05%,수익률,ESG_채권,2025-12-05,2025-12-05 01:16:33
3,베어링글로벌하이일드증권자투자신탁[UH](채권-재간접형)ClassS-P,K55302CE8422,2.95%,수익률,ESG_채권,2025-12-05,2025-12-05 01:16:33
4,베어링글로벌하이일드증권자투자신탁[UH](채권-재간접형)ClassS,K55302CE8414,2.95%,수익률,ESG_채권,2025-12-05,2025-12-05 01:16:33
5,베어링글로벌하이일드증권자투자신탁[UH](채권-재간접형)ClassC-P2e,K55302CE8406,2.95%,수익률,ESG_채권,2025-12-05,2025-12-05 01:16:33
1,한국투자크레딧포커스ESG증권자투자신탁 1(채권)(C-W),K55101BV9589,196.49,설정액증가,ESG_채권,2025-12-05,2025-12-05 01:16:33
2,교보악사중단기우량채ESG증권투자신탁[채권]_ClassC-F,K55207EN0224,99.99,설정액증가,ESG_채권,2025-12-05,2025-12-05 01:16:33
3,한화코리아밸류채권증권자투자신탁(채권)종류Cw,KR5103923508,3.43,설정액증가,ESG_채권,2025-12-05,2025-12-05 01:16:33
4,삼성ESG밸류채권증권투자신탁 1[채권]_Cw,K55105DD8454,3.39,설정액증가,ESG_채권,2025-12-05,2025-12-05 01:16:33
5,유진챔피언중단기채증권자투자신탁(채권)ClassC-W,K55214CD4783,1.40,설정액증가,ESG_채권,2025-12-05,2025-12-05 01:16:33
