rank,fund_name,fund_code,value,type,tab_type,collection_date,collection_time
1,삼성에너지트랜지션증권자투자신탁H[주식-재간접형]_Cw,K55105DE9253,6.06%,수익률,SRI,2025-08-22,2025-08-22 01:12:31
2,삼성에너지트랜지션증권자투자신탁H[주식-재간접형]_S-P(퇴직연금),K55105DF1887,6.04%,수익률,SRI,2025-08-22,2025-08-22 01:12:31
3,삼성에너지트랜지션증권자투자신탁H[주식-재간접형]_S-P,K55105DF1879,6.04%,수익률,SRI,2025-08-22,2025-08-22 01:12:31
4,삼성에너지트랜지션증권자투자신탁H[주식-재간접형]_S,K55105DE9261,6.04%,수익률,SRI,2025-08-22,2025-08-22 01:12:31
5,삼성에너지트랜지션증권자투자신탁H[주식-재간접형]_Ae,K55105DE9162,6.03%,수익률,SRI,2025-08-22,2025-08-22 01:12:31
1,한국투자크레딧포커스ESG증권자투자신탁 1(채권)(C),KR5101888380,"2,934.65",설정액증가,SRI,2025-08-22,2025-08-22 01:12:31
2,한국투자크레딧포커스ESG증권자투자신탁 1(채권)(C-e),KR5101888398,"2,343.44",설정액증가,SRI,2025-08-22,2025-08-22 01:12:31
3,한국투자크레딧포커스ESG증권자투자신탁 1(채권)(C-F),KR5101888612,723.39,설정액증가,SRI,2025-08-22,2025-08-22 01:12:31
4,삼성ESG밸류채권증권투자신탁 1[채권]_C,K55105DD8405,637.60,설정액증가,SRI,2025-08-22,2025-08-22 01:12:31
5,한국투자크레딧포커스ESG증권자투자신탁 1(채권)(C-Re),K55101BV9571,399.42,설정액증가,SRI,2025-08-22,2025-08-22 01:12:31
1,삼성에너지트랜지션증권자투자신탁H[주식-재간접형]_Cw,K55105DE9253,6.06%,수익률,ESG_주식,2025-08-22,2025-08-22 01:12:31
2,삼성에너지트랜지션증권자투자신탁H[주식-재간접형]_S-P(퇴직연금),K55105DF1887,6.04%,수익률,ESG_주식,2025-08-22,2025-08-22 01:12:31
3,삼성에너지트랜지션증권자투자신탁H[주식-재간접형]_S-P,K55105DF1879,6.04%,수익률,ESG_주식,2025-08-22,2025-08-22 01:12:31
4,삼성에너지트랜지션증권자투자신탁H[주식-재간접형]_S,K55105DE9261,6.04%,수익률,ESG_주식,2025-08-22,2025-08-22 01:12:31
5,삼성에너지트랜지션증권자투자신탁H[주식-재간접형]_Ae,K55105DE9162,6.03%,수익률,ESG_주식,2025-08-22,2025-08-22 01:12:31
1,신한글로벌탄소중립솔루션증권투자신탁(H)[주식](종류C-re),K55210DM2110,86.61,설정액증가,ESG_주식,2025-08-22,2025-08-22 01:12:31
2,트러스톤ESG지배구조레벨업증권자투자신탁[주식]A클래스,K55363DD7875,37.71,설정액증가,ESG_주식,2025-08-22,2025-08-22 01:12:31
3,신한글로벌탄소중립솔루션증권투자신탁(H)[주식](종류A-e),K55210DM2011,35.44,설정액증가,ESG_주식,2025-08-22,2025-08-22 01:12:31
4,KBESG성장리더스증권자투자신탁(주식)A,KR5223821806,34.55,설정액증가,ESG_주식,2025-08-22,2025-08-22 01:12:31
5,신한글로벌탄소중립솔루션증권투자신탁(H)[주식](종류C-e),K55210DM2045,32.12,설정액증가,ESG_주식,2025-08-22,2025-08-22 01:12:31
1,삼성KODEX아시아달러채권ESG플러스액티브증권상장지수투자신탁[채권],K55105DR4770,1.94%,수익률,ESG_채권,2025-08-22,2025-08-22 01:12:31
2,NH-Amundi글로벌회사채증권자투자신탁(UH)[채권-재간접형]ClassS-P2(퇴직연금),K55232D97347,1.89%,수익률,ESG_채권,2025-08-22,2025-08-22 01:12:31
3,NH-Amundi글로벌회사채증권자투자신탁(UH)[채권-재간접형]ClassS-P,K55232BJ3861,1.89%,수익률,ESG_채권,2025-08-22,2025-08-22 01:12:31
4,NH-Amundi글로벌회사채증권자투자신탁(UH)[채권-재간접형]ClassS,K55232BJ3853,1.89%,수익률,ESG_채권,2025-08-22,2025-08-22 01:12:31
5,NH-Amundi글로벌회사채증권자투자신탁(UH)[채권-재간접형]ClassC-P2e(퇴직연금),K55232BX7211,1.89%,수익률,ESG_채권,2025-08-22,2025-08-22 01:12:31
1,한국투자크레딧포커스ESG증권자투자신탁 1(채권)(C),KR5101888380,"2,934.65",설정액증가,ESG_채권,2025-08-22,2025-08-22 01:12:31
2,한국투자크레딧포커스ESG증권자투자신탁 1(채권)(C-e),KR5101888398,"2,343.44",설정액증가,ESG_채권,2025-08-22,2025-08-22 01:12:31
3,한국투자크레딧포커스ESG증권자투자신탁 1(채권)(C-F),KR5101888612,723.39,설정액증가,ESG_채권,2025-08-22,2025-08-22 01:12:31
4,삼성ESG밸류채권증권투자신탁 1[채권]_C,K55105DD8405,637.60,설정액증가,ESG_채권,2025-08-22,2025-08-22 01:12:31
5,한국투자크레딧포커스ESG증권자투자신탁 1(채권)(C-Re),K55101BV9571,399.42,설정액증가,ESG_채권,2025-08-22,2025-08-22 01:12:31
