rank,fund_name,fund_code,value,type,tab_type,collection_date,collection_time
1,미래에셋TIGERMSCIKOREAESG리더스증권상장지수투자신탁(주식),K55301C21037,8.76%,수익률,SRI,2025-11-21,2025-11-21 01:13:36
2,브이아이사회책임투자증권투자신탁[주식]C-F,K55104BQ5649,8.59%,수익률,SRI,2025-11-21,2025-11-21 01:13:36
3,브이아이사회책임투자증권투자신탁[주식]S-P2,K55104BQ5714,8.58%,수익률,SRI,2025-11-21,2025-11-21 01:13:36
4,브이아이사회책임투자증권투자신탁[주식]S,K55104BQ5706,8.57%,수익률,SRI,2025-11-21,2025-11-21 01:13:36
5,브이아이사회책임투자증권투자신탁[주식]A-E,K55104BQ5557,8.57%,수익률,SRI,2025-11-21,2025-11-21 01:13:36
1,삼성KODEXESG종합채권(A-이상)액티브증권상장지수투자신탁[채권],K55105DR2899,"1,263.00",설정액증가,SRI,2025-11-21,2025-11-21 01:13:36
2,삼성KODEX미국종합채권ESG액티브증권상장지수투자신탁[채권](H),K55105DR4788,443.00,설정액증가,SRI,2025-11-21,2025-11-21 01:13:36
3,한국투자크레딧포커스ESG증권자투자신탁 1(채권)(C-W),K55101BV9589,124.73,설정액증가,SRI,2025-11-21,2025-11-21 01:13:36
4,교보악사중단기우량채ESG증권투자신탁[채권]_ClassC-F,K55207EN0224,100.00,설정액증가,SRI,2025-11-21,2025-11-21 01:13:36
5,한화코리아밸류채권증권자투자신탁(채권)종류C-i,K55213B39384,90.95,설정액증가,SRI,2025-11-21,2025-11-21 01:13:36
1,미래에셋TIGERMSCIKOREAESG리더스증권상장지수투자신탁(주식),K55301C21037,8.76%,수익률,ESG_주식,2025-11-21,2025-11-21 01:13:36
2,브이아이사회책임투자증권투자신탁[주식]C-F,K55104BQ5649,8.59%,수익률,ESG_주식,2025-11-21,2025-11-21 01:13:36
3,브이아이사회책임투자증권투자신탁[주식]S-P2,K55104BQ5714,8.58%,수익률,ESG_주식,2025-11-21,2025-11-21 01:13:36
4,브이아이사회책임투자증권투자신탁[주식]S,K55104BQ5706,8.57%,수익률,ESG_주식,2025-11-21,2025-11-21 01:13:36
5,브이아이사회책임투자증권투자신탁[주식]A-E,K55104BQ5557,8.57%,수익률,ESG_주식,2025-11-21,2025-11-21 01:13:36
1,신한글로벌탄소중립솔루션증권투자신탁(H)[주식](종류A1),K55210DM2003,67.10,설정액증가,ESG_주식,2025-11-21,2025-11-21 01:13:36
2,신한글로벌탄소중립솔루션증권투자신탁(H)[주식](종류A-e),K55210DM2011,44.99,설정액증가,ESG_주식,2025-11-21,2025-11-21 01:13:36
3,KBESG성장리더스증권자투자신탁(주식)C-E,KR5223821848,35.29,설정액증가,ESG_주식,2025-11-21,2025-11-21 01:13:36
4,신한SOL미국S&P500ESG증권상장지수투자신탁[주식],K55210DM8224,30.00,설정액증가,ESG_주식,2025-11-21,2025-11-21 01:13:36
5,KBRISEESG사회책임투자증권상장지수투자신탁(주식),K55223C37088,25.37,설정액증가,ESG_주식,2025-11-21,2025-11-21 01:13:36
1,베어링글로벌선순위담보채권증권투자신탁[USD](채권-재간접형)ClassC-F,K55302CJ6595,3.67%,수익률,ESG_채권,2025-11-21,2025-11-21 01:13:36
2,베어링글로벌선순위담보채권증권투자신탁[USD](채권-재간접형)ClassAe,K55302CJ6546,3.64%,수익률,ESG_채권,2025-11-21,2025-11-21 01:13:36
3,베어링글로벌선순위담보채권증권투자신탁[USD](채권-재간접형)ClassA,K55302CJ6538,3.61%,수익률,ESG_채권,2025-11-21,2025-11-21 01:13:36
4,베어링글로벌선순위담보채권증권자투자신탁[UH](채권-재간접형)ClassS-P,K55302CE8984,3.37%,수익률,ESG_채권,2025-11-21,2025-11-21 01:13:36
5,베어링글로벌선순위담보채권증권자투자신탁[UH](채권-재간접형)ClassS,K55302CE8976,3.37%,수익률,ESG_채권,2025-11-21,2025-11-21 01:13:36
1,삼성KODEXESG종합채권(A-이상)액티브증권상장지수투자신탁[채권],K55105DR2899,"1,263.00",설정액증가,ESG_채권,2025-11-21,2025-11-21 01:13:36
2,삼성KODEX미국종합채권ESG액티브증권상장지수투자신탁[채권](H),K55105DR4788,443.00,설정액증가,ESG_채권,2025-11-21,2025-11-21 01:13:36
3,한국투자크레딧포커스ESG증권자투자신탁 1(채권)(C-W),K55101BV9589,124.73,설정액증가,ESG_채권,2025-11-21,2025-11-21 01:13:36
4,교보악사중단기우량채ESG증권투자신탁[채권]_ClassC-F,K55207EN0224,100.00,설정액증가,ESG_채권,2025-11-21,2025-11-21 01:13:36
5,한화코리아밸류채권증권자투자신탁(채권)종류C-i,K55213B39384,90.95,설정액증가,ESG_채권,2025-11-21,2025-11-21 01:13:36
