rank,fund_name,fund_code,value,type,tab_type,collection_date,collection_time
1,NH-Amundi100년기업그린코리아증권투자신탁[주식]ClassCw,K55232D64529,20.54%,수익률,SRI,2025-06-20,2025-06-20 01:15:44
2,KBESG성장리더스증권자투자신탁(주식)S-퇴직,K55223DI2681,20.44%,수익률,SRI,2025-06-20,2025-06-20 01:15:44
3,KBESG성장리더스증권자투자신탁(주식)C-W,K55223C56831,20.36%,수익률,SRI,2025-06-20,2025-06-20 01:15:44
4,KBESG성장리더스증권자투자신탁(주식)S-P,K55223C56856,20.35%,수익률,SRI,2025-06-20,2025-06-20 01:15:44
5,KBESG성장리더스증권자투자신탁(주식)S,K55223C56849,20.34%,수익률,SRI,2025-06-20,2025-06-20 01:15:44
1,한국투자크레딧포커스ESG증권자투자신탁 1(채권)(C),KR5101888380,"1,263.16",설정액증가,SRI,2025-06-20,2025-06-20 01:15:44
2,한국투자e단기채ESG증권투자신탁(채권)(C),K55101BA9683,597.11,설정액증가,SRI,2025-06-20,2025-06-20 01:15:44
3,한국투자크레딧포커스ESG증권자투자신탁 1(채권)(C-Re),K55101BV9571,457.76,설정액증가,SRI,2025-06-20,2025-06-20 01:15:44
4,한국투자크레딧포커스ESG증권자투자신탁 1(채권)(C-e),KR5101888398,416.18,설정액증가,SRI,2025-06-20,2025-06-20 01:15:44
5,한화코리아밸류채권증권자투자신탁(채권)종류C,KR5103890194,308.94,설정액증가,SRI,2025-06-20,2025-06-20 01:15:44
1,NH-Amundi100년기업그린코리아증권투자신탁[주식]ClassCw,K55232D64529,20.54%,수익률,ESG_주식,2025-06-20,2025-06-20 01:15:44
2,KBESG성장리더스증권자투자신탁(주식)S-퇴직,K55223DI2681,20.44%,수익률,ESG_주식,2025-06-20,2025-06-20 01:15:44
3,KBESG성장리더스증권자투자신탁(주식)C-W,K55223C56831,20.36%,수익률,ESG_주식,2025-06-20,2025-06-20 01:15:44
4,KBESG성장리더스증권자투자신탁(주식)S-P,K55223C56856,20.35%,수익률,ESG_주식,2025-06-20,2025-06-20 01:15:44
5,KBESG성장리더스증권자투자신탁(주식)S,K55223C56849,20.34%,수익률,ESG_주식,2025-06-20,2025-06-20 01:15:44
1,신한글로벌탄소중립솔루션증권투자신탁(H)[주식](종류C-re),K55210DM2110,33.45,설정액증가,ESG_주식,2025-06-20,2025-06-20 01:15:44
2,트러스톤ESG제갈공명증권투자신탁[주식]I클래스,KR5363A25848,28.04,설정액증가,ESG_주식,2025-06-20,2025-06-20 01:15:44
3,트러스톤ESG지배구조레벨업증권자투자신탁[주식]A클래스,K55363DD7875,24.56,설정액증가,ESG_주식,2025-06-20,2025-06-20 01:15:44
4,트러스톤ESG지배구조레벨업증권자투자신탁[주식]Cp2-E클래스,K55363DD7982,21.36,설정액증가,ESG_주식,2025-06-20,2025-06-20 01:15:44
5,트러스톤ESG지배구조레벨업증권자투자신탁[주식]Ae클래스,K55363DD7883,17.29,설정액증가,ESG_주식,2025-06-20,2025-06-20 01:15:44
1,NH-Amundi글로벌회사채증권자투자신탁(H)[채권-재간접형]ClassS-P2(퇴직연금),K55232D97339,0.92%,수익률,ESG_채권,2025-06-20,2025-06-20 01:15:44
2,NH-Amundi글로벌회사채증권자투자신탁(H)[채권-재간접형]ClassS-P,K55232BJ3754,0.92%,수익률,ESG_채권,2025-06-20,2025-06-20 01:15:44
3,NH-Amundi글로벌회사채증권자투자신탁(H)[채권-재간접형]ClassS,K55232BJ3747,0.91%,수익률,ESG_채권,2025-06-20,2025-06-20 01:15:44
4,NH-Amundi글로벌회사채증권자투자신탁(H)[채권-재간접형]ClassC-P2e(퇴직연금),K55232BX7179,0.91%,수익률,ESG_채권,2025-06-20,2025-06-20 01:15:44
5,NH-Amundi글로벌회사채증권자투자신탁(H)[채권-재간접형]ClassAe,K55232BJ3671,0.91%,수익률,ESG_채권,2025-06-20,2025-06-20 01:15:44
1,한국투자크레딧포커스ESG증권자투자신탁 1(채권)(C),KR5101888380,"1,263.16",설정액증가,ESG_채권,2025-06-20,2025-06-20 01:15:44
2,한국투자e단기채ESG증권투자신탁(채권)(C),K55101BA9683,597.11,설정액증가,ESG_채권,2025-06-20,2025-06-20 01:15:44
3,한국투자크레딧포커스ESG증권자투자신탁 1(채권)(C-Re),K55101BV9571,457.76,설정액증가,ESG_채권,2025-06-20,2025-06-20 01:15:44
4,한국투자크레딧포커스ESG증권자투자신탁 1(채권)(C-e),KR5101888398,416.18,설정액증가,ESG_채권,2025-06-20,2025-06-20 01:15:44
5,한화코리아밸류채권증권자투자신탁(채권)종류C,KR5103890194,308.94,설정액증가,ESG_채권,2025-06-20,2025-06-20 01:15:44
